קוד רמה 1,שם רמה 1,קוד רמה 2,שם רמה 2,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תכנית,שם תכנית,קוד תקנה,שם תקנה,הוצאה נטו
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520105,כוננות,115
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520107,כוננויות רופאים,99
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520111,תפעול,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520113,תקורות למשרד התחבורה,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520115,סובסידיה לתעופה,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4052,תעופה,405201,רשות התעופה האזרחית,40520116,פיתוח התעופה,2178
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530101,שכר עובדי הרשות,17325
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530104,"מרכז מידע, מחקרים וטכנולוגיות",2475
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530105,מחקרים - רב שנתי,297
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530106,הסברה,8514
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530107,הסברה - רב שנתי,693
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530108,פעילות ברשויות המקומיות,9999
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530109,רשויות מקומיות - רב שנתי,1485
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530117,השתתפות במשרד החינוך,16830
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530119,השתתפות במשרד התחבורה,2500
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530121,פעולות בטיחות שונות,2719
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530124,השתתפות במשרד הביטחון,1045
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530129,תכניות תמרור ברשויות מקומיות,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530132,תפעול,5930
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530133,תפעול רב שנתי,693
3,תשתיות,31,תחבורה,40,משרד התחבורה,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים,40530199,רזרבה לרשות לבטיחות בדרכים,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540101,שיא כח אדם,20630
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540103,שעות נוספות,1632
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540104,החזר הוצאות רכב,3031
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540105,כוננות,84
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540107,העסקת סטודנטים,792
3,תשתיות,31,תחבורה,40,משרד התחבורה,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית,40540110,תפעול,1473
3,תשתיות,31,תחבורה,40,משרד התחבורה,4059,רזרבה,405901,רזרבה,40590101,רזרבה להתיקרויות שכר,11404
3,תשתיות,31,תחבורה,40,משרד התחבורה,4059,רזרבה,405901,רזרבה,40590102,רזרבה ליעדים פיסקליים,11096
3,תשתיות,31,תחבורה,40,משרד התחבורה,4059,רזרבה,405901,רזרבה,40590103,רזרבה להתייקרויות העברות,0
3,תשתיות,31,תחבורה,40,משרד התחבורה,4099,חשבון מעבר,409999,חשבון מעבר,40999999,חשבון מעבר,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500103,רי - הקו המהיר לירושלים,137714
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500104,רי - קו החוף,13201
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500105,רי - הכפלת מסילות החוף,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500106,רי - הגדלת קיבולת מודיעין,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500107,רי - הארכת רציפים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500108,רי - קו רחובות-פלשת,119718
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500109,רי - סיום פרויקטים וקירות אקסוטיים,36300
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500110,רי - תשתיות מטענים,77579
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500111,רי - כרטוס חכם,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500112,רי - פרויקטים קטנים,144705
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500113,רי - פרויקטי שיפור שירות ותחזוקה,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500114,רי - תכנון וקידום זמינות,48413
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500119,רי - מתחמים,11063
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500120,רי - חישמול תשתיות הרכבת,547473
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500121,רי - ציוד נייד,559548
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500122,רי - תחזוקה - נתיבי ישראל,341647
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500123,רי - מסילת עוקף לוד,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500125,רי - תחנת ספיר,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500126,רי - מבנה הנהלה בלוד,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500127,רי - ETCS,145071
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500128,רי - איתות אלקטרוני,102925
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500129,רי-תחנת מזכרת בתיה,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500130,התארגנות לחשמול זמני,65460
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500131,"רי- החזר אג""ח",0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500132,רי - מסילה מזרחית,331870
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500135,"מסילות נתב""ג וקשת תעופה",9300
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500140,נתי - מסילת העמק,20460
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500141,נתי - מסילת עכו-כרמיאל,9593
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500142,נתי - מסילות כבדות,27900
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500143,נתי - מסילת 531,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500144,נתי-מסילה מזרחית,859839
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500150,חוצה - תכנון מסילות,3813
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500152,נתי - מסילה באיילון,212882
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500193,האצת קורונה רכבות כבדות,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500194,רי-431 תכנון,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500195,מפלסיות,49431
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500196,רי-מסילת 431,424524
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500198,רזרבה לתקציב התאמות,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות,79500199,רזרבה לפיתוח רכבות כבדות,535067
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500201,ים - תקציב ארגוני צוות תכנית אב,36954
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500202,קישוריות רכבת והסעת המונים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500203,ים - תכנון מערך התחבורה הציבורית,36322
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500206,י-ם - קו אדום,100974
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500207,י-ם - קו סגול,60450
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500212,ים - פרויקטים משלימים לרכבת קלה,63630
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500213,"חנה וסע - פרויקטים עד 50 מיליון ש""ח",0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500214,ים- הכניסה לעיר,277256
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500215,"נת""צים - פרויקטים עד 50 מיליון ש""ח",0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500216,מרכז תחבורתי מחלף הטייסים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500217,תשתיות אופניים - תכנית לאומית לפיתוח,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500218,ירושלים קו צהוב,2790
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500219,ירושלים קו חום,6510
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500220,אופנידן ואופניים בי-ם,228829
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500221,אופנידן שלב ב',4650
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500229,אגן איילון 2040,9521
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500230,דן - תקציב ארגוני נתע,180540
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500232,דן - קו אדום,1491729
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500233,דן - תכנון וקידום מטרו,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500234,דן - קו ירוק,1556820
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500235,דן - קו סגול,976500
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500236,דן - אחזקת קו אדום,7440
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500237,דן - תכנון הסעת המונים,39990
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500238,דן - מרכז בקרה מטרופוליני,17390
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500239,דן - נתא -  תשתית לתחבורה ציבורית,13624
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500240,דן - נתא - תכנון וניהול תחבורה ציבורית,24189
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500242,תכנון קו חום BRT,61230
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500245,תכנון קו כחול BRT,55800
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500247,קו אדום רכש קרונות,139500
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500248,דן - הפעלה  קו אדום,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500250,י-ם קו כחול,845370
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500251,י-ם קו ירוק,1015298
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500254,דן - נתא - ציר שלבים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500255,דן - פרוייקטי תשתית מטרופוליניים,42780
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500261,מטרופולין חיפה - פרוייקטי תחבורה,273717
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500262,חיפה - מטרונית,132620
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500263,חיפה - רכבל,56625
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500265,חיפה - מרכזית המפרץ,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500266,חיפה - רקל נצרת - תכנון,331192
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500269,"סקרים ונתוני תח""צ",5222
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500270,דרום - תשתית לתחבורה ציבורית,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500271,דרום - תכנון הסעת המונים,8080
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500273,פיתוח מסופי תחבורה ציבורית,203507
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500277,מיעוטים - תשתיות תחבורה ציבורית,46500
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500282,סל אופניים מטרופוליני,36686
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500283,האצת קורונה - הסעת המונים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500284,עיר בת קיימא אשדוד,25634
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500288,צוותי תוכניות אב,111600
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500289,אגף תכנון תחבורתי,56096
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500290,בקרה על פרויקטי תחבורה,41812
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500292,פרוייקטים קטנים,65360
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500293,העדפה ונתיבי תחבורה ציבוריים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500298,רזרבה לתקציב התאמות,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת,79500299,רזרבה לתחבורה ציבורית והסעת המונים,161675
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500301,מטרו - מנהל רשת,88350
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500302,מטרו - מנהלי קווים,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500303,מטרו - קידומי זמינות,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500304,מטרו - יועצים,20460
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500305,מטרו - תכניות איחוד וחלוקה,18600
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500306,מטרו - רזרבה,0
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500307,מטרו - תכנון וקידום מטרו,156240
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500308,"מטרו - מתח""מים",111600
3,תשתיות,31,תחבורה,79,תחבורה,7950,תחבורה ציבורית,795003,מטרו,79500399,רזרבה למטרו,9300
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510101,נתי - תפעול החברה,265050
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510102,נתי - פרויקטים המשכיים בינעירוני,117271
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510103,נתי - אחזקת כבישים,1278750
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510104,נתי  - מוקדי סיכון,195300
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510105,נתי  - בקרת תנועה,82770
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510106,נתי - תכנון וקידום זמינות,228678
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510107,"נתי  - מחקר, פיתוח וסטנדרטיזציה",37200
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510108,נתי  - כביש 431,168330
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510109,האצת קורונה - כבישים בין עירוניים,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510110,נתי - כביש 55 נוה ימין אלפי מנשה,27637
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510111,נתי - מחלף להבים,54173
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510112,נתי - צומת אזור התעשיה מגדל העמק,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510113,נתי - כביש 781,11788
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510114,נתי - מחלף קרית גת,2790
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510115,נתי - כביש 446 מודיעין עילית לפיד,47430
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510116,נתי  - עוקף עפולה - כביש 65,62089
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510117,נתי  - חיבור צפוני לגן יבנה,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510118,נתי  - כביש 31 באר שבע-ערד,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510119,נתי  - כביש 531,28272
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510120,נתי - פרויקטי ים המלח,6521
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510123,"נתי - מחלף כפר חב""ד",30116
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510124,נתי - כביש 2 - חבצלת - אולגה,124714
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510125,נתי - צוריאל-מעלות תרשיחא - כביש 89,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510126,נתי  - כביש 411 בין 40 ל-410,19342
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510127,נתי  - כביש 1 שער הגיא-מוצא,12205
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510128,נתי  - כברי נהריה - כביש 89,11410
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510129,נתי - מחלף עתלית כביש 4,40918
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510131,נתי - שוהם 3 - קלאוזנר וגזר,17689
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510132,נתי - כביש 65 גולני דברת,26476
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510134,נתי  - כביש 79 הסוללים-ריינה,7145
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510135,נתי  - כביש 16 מוצא-ירושלים,69883
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510137,נתי - מחלף חולון,28133
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510139,נתי  - כביש 3 אשקלון-קרית מלאכי,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510140,"נתי - תצ""ר",4650
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510141,נתי - כביש 854 כניסה לאורנים,1860
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510142,נתי - כביש 75 נהלל יפיע,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510143,נתי - כביש 5-מחלף ראש העין,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510144,נתי - תכנון וביצוע פרוייקטי נתיבי לדירה,91126
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510145,נתי - כביש 35,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510146,נתי - כביש 232,42142
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510147,נתי - דיור-חריש 65/44,19769
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510148,נתי - גשר ג'למה כביש 65,6510
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510150,נתי - כביש 90,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510152,נתי - עוקף כפר יונה ומחלף השרון,46500
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510153,נתי - דיור כביש 423,19949
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510154,נתי - פיתוח הדרום,17940
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510155,נתי - כפר קאסם,32550
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510156,נתי - כביש 41 בני ברית ניר גלים,13429
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510157,נתי - מחלף אשדוד שלב ד' - ניר גלים,0
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510158,"נתי - כבישים עוקפים ביו""ש",113593
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510159,חוצה  - יוקנעם עין תות,102684
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510160,נתי - כביש 75/722 תל קשיש-צומת ישי - נתיבי ישראל,19530
3,תשתיות,31,תחבורה,79,תחבורה,7951,כבישים,795101,כבישים בין-עירוניים,79510161,נתי - כביש 77 המוביל-גולני - נתיבי ישראל,17670
